動作,itemId,類型,現名,新名,目標路徑
搬移,18HkXTbIzNuInanKkViLXZZKt9F1K2Bs6,檔案,2009-01-29(4)靈隱寺華語師資培訓：班規說明、前賢慈勉：董點傳師、黎點傳師.mp3,,H90.歷年活動/2009
搬移,1jF8bHGVXC92-EvjiSk1jkRMnYn5Iknom,資料夾,2009-01-01-01-03澳洲雪梨化性三天法會,,H90.歷年活動/2009
搬移,1Z_UbwKJRJRBjb4oxU3CLtfdxObOycah2,資料夾,2009-01-09-01-11沐恩三天法會,,H90.歷年活動/2009
搬移,18-xVfrvu1tR50YfMQqZAig_JoYvFplpj,資料夾,2009-03-08(0)峨眉書院青年人才養成班,,H90.歷年活動/2009
搬移,1SPG2dNdHmZxrfPNDlQJhUkf0hor1xx5M,資料夾,2009-03-15(0)峨眉書院佛規禮節實務班,,H90.歷年活動/2009
搬移,1VamdsTle1mOuRjmw8arhShiDM-i35tVo,資料夾,2009-06-21(0)印尼仙達德化宮辦事人員班,,H90.歷年活動/2009
搬移,1wA4KNOfE-PexaIG9erFZUOQ_VKGcdTAf,資料夾,2009-02-26一貫天道五大義理：群英,,H90.歷年活動/2009
搬移,190gEVvWM6A479lCbxFr-8ENXk96fVGKC,資料夾,2009-02-20一貫薪傳生命價值：董經理,,H90.歷年活動/2009
搬移,1K6kfbPuMjFdaTN9EVtMYIIbkIUt1CkSO,資料夾,2009-01-04三天班,,H90.歷年活動/2009
搬移,1u-kwKGboKaJd1dhKBonY5IJ6_Fx1AjAu,資料夾,2009-10-09聖恩週年慶,,H90.歷年活動/2009
搬移,1bDCOFzXcT-zCmZN66JuMREe0Z9Cht2QS,資料夾,2009-04-15~29印尼禮恩佛院錄音,,H90.歷年活動/2009
搬移,1740cN8YDeI0pZT3JTzyOU6HUtb3NWHXd,資料夾,2009-12-27峨眉書院年終精進班：呂大仙慈訓,,H90.歷年活動/2009
搬移,13D-lqSEXU1xedngzgj4oOxvvHThZOyNI,資料夾,2009-07-20(1)印尼棉蘭正心壇三天法會第三天,,H90.歷年活動/2009
搬移,1Sm3bumv0eEn1q6FW6xCEVEVbcXsPhaBY,資料夾,2009-12-20(0)板橋聖恩壇一天法會,,H90.歷年活動/2009
搬移,1K_JcLeogdOhkmGorAb8psr6eWxMSc6bE,資料夾,2009-04-21(2)~23(4)泰國金剛經培訓,,H90.歷年活動/2009
搬移,1xSMvu61cu1F8DMAeKeoWe7gFdcQgjxng,資料夾,2009-07-22(3)亞齊壇主座談,,H90.歷年活動/2009
搬移,1BsoS8-mFAceBSRJyaMeh_TgYBNsVelB3,資料夾,2009-03-22(0)峨眉書院佛規禮節實務班,,H90.歷年活動/2009
搬移,10-rpPQpsF5U9y_YwCSHshMnmL26Rs2Gp,資料夾,2009-03-29(0)峨眉書院佛規禮節實務班,,H90.歷年活動/2009
搬移,1du2J6Nh4UA5Io8Hadi9dBhn2sB024NB_,資料夾,2009-02-28(6)峨眉書院操辦人才研習班,,H90.歷年活動/2009
搬移,1NAaMR2uyrhfYUT8v7s0Ju6FNR9phKVG7,資料夾,2009-06-13~15金剛三天培訓班,,H90.歷年活動/2009
搬移,1K_QA-SMDdQLGUBdiCzUeqjY3LxaLJoA6,資料夾,2009-09-26(6)經典師資培訓班,,H90.歷年活動/2009
搬移,1LqUKZmkJNGhY2FGU7zw4QaXnvTNVyR6i,資料夾,2009-08-15(6)~17(1)雅加達道務成長營,,H90.歷年活動/2009
搬移,1y1nZWtEHHmj_zA0CCko0xSCi47-jilWm,資料夾,"2009-04-11(6),18(6)普通研究班課題培訓：認理歸真",,H90.歷年活動/2009
搬移,1Nw2tfJLRSZGdMBs0uD-x5Tfl46A8yoyr,資料夾,2009-02-09(1)~12(4)靈隱寺金剛經培訓班,,H90.歷年活動/2009
搬移,1a70hgdZKAMgS2bviMHXTa0EYDUektMDC,資料夾,2009-02-04(3)~06(5)靈隱寺明德班師資培訓,,H90.歷年活動/2009
搬移,1jVKVxBS3LmLHDHxFygsq5-xPU4NrCKJb,檔案,2010-05-09(0)宋秀琴點傳師講述邱秀珠壇主經過.MP3,,H90.歷年活動/2010
搬移,1RZ8VegNREUDi7tig1oyuj55FvXLRsosm,資料夾,2010-07-31(6)-08-02(1)印度古加旺正德壇三天法會,,H90.歷年活動/2010
搬移,1J-fKfu-RvgORdaL8cKFIySRHVkkgytrl,資料夾,2010-05-23(0)溫哥華天聖壇研究班,,H90.歷年活動/2010
搬移,1OBenQArAsgS6UEZ0wGeSJ0sYxRaq8FdG,資料夾,2010-05-10(1)道學英語班教材錄音,,H90.歷年活動/2010
搬移,1952-BAx0c-Gfw_cXYGyqzJcHdyphw0-B,資料夾,2010-01-10(0)一條金線課題研討：聖恩壇,,H90.歷年活動/2010
搬移,15aKnROfOu52WJIKGgTpoFi5Z4pYGij9R,資料夾,2010-12-19(0)峨眉書院年終檢討精進班,,H90.歷年活動/2010
搬移,1TSVj2UhowLUuXdDOiwvzCWmZkTeFGMGT,檔案,2012-12-26(3)道場管理：羅宴云：2.wma,,H90.歷年活動/2012
搬移,1Wjx71G-xGGdAYikgg8vPs5zz83PgHLjE,檔案,2012-12-26(3)道場管理：羅宴云：1.wma,,H90.歷年活動/2012
搬移,1ihYX1fM9PAtbI0RL6TFV8orv7TGKzlOu,檔案,2012-09-18(2)印度道務會議(20h49m開始).mp3,,H90.歷年活動/2012
搬移,1LJGwfsEPrbAfZpUJ-M7J50rj391Gw4th,檔案,2012-08-19印尼真智儒院三天法會：濟公活佛臨壇.mp3,,H90.歷年活動/2012
搬移,15YdiyJZbr3q7-0-ZWch9uIGGtSG5aDP6,檔案,2012-04-11(3)關於誦經迴向：蘇樹宗講師.mp3,,H90.歷年活動/2012
搬移,1DPPJsSQUQ7Xj4DdjsJP0BJLcqRLcixla,資料夾,2012-09-09(0)峨眉書院文書組：會議記錄培訓,,H90.歷年活動/2012
搬移,1fTzNS1ELP5lHtMAY2Fg6xKCcA8TvGcKD,資料夾,2012-08-05(0)峨眉全家福班,,H90.歷年活動/2012
搬移,1ZjNj2kx9q6q1ps2885znM4iMGAY6LozM,資料夾,2012-07-07(6)-08(0)峨眉青年班,,H90.歷年活動/2012
搬移,1QxgBJ-74_NZifcw9_Y6eNMQQxrzTinl9,檔案,2013-01-10(4)弘德道場道務重整方案：董經理：明道書院：1.mp3,,H90.歷年活動/2013
搬移,1m5wr25HTT5B_hgZrSljqoD_KPc3eV_2q,檔案,2013-01-10(4)弘德道場道務重整方案：董經理：明道書院：2.mp3,,H90.歷年活動/2013
搬移,1xY9v396rvRB3GLswAqGOM_Dex2Q01lie,檔案,2013-01-14(1)會議操持研討會：羅宴云主講.mp3,,H90.歷年活動/2013
搬移,1xC0AySEwwFscxv3jBKYGL2r6bSIA6cxz,檔案,2013-03-10(0)峨眉書院道務重整說明會.MP3,,H90.歷年活動/2013
搬移,1gBdIutmlUzHc2X7SP2VOyGS7Sl4VWQ5p,資料夾,2013-02-15(5)峨眉書院新春團拜,,H90.歷年活動/2013
搬移,1G8pO8jcf9G-mJGuHXgKcrIRErysq45up,檔案,2014-06-28(6)聖恩青年班：身心靈的安頓：楊明達.MP3,,H90.歷年活動/2014
搬移,1aDy7MlwiIB08ibX1Ur4vCp4DKNBU9qK7,資料夾,2014-02-04(0)靈隱寺文書培訓,,H90.歷年活動/2014
搬移,1dvbKT6CsyzUYET5-aqhggJIjW7dEa7oV,資料夾,2014-02-16(0)峨眉書院第一次季培訓,,H90.歷年活動/2014
搬移,1ejmQ25ISgqdPbecMZhd1qblDfvGddLw9,資料夾,2014-05-18中壢義儒一天法會,,H90.歷年活動/2014
搬移,1K9M6L5MNrv5D2NP8PCM66__sQeV9abDD,資料夾,2015-03-05(4)道義題解卷二講解：三峽明道書院,,H90.歷年活動/2015
搬移,1GyjwjevisJ-ZyXl0ec1tlqEkn8JhQ6Fm,檔案,2016-06-12(0)操辦人員應有的理念與素養：林榮澤經理.mp3,,H90.歷年活動/2016
搬移,1fi9pjHtiIkDkSa3599HlmwxbtQXe0sGn,資料夾,2016-02-12(5)靈隱寺文書培訓,,H90.歷年活動/2016
搬移,1v6LmkndrT9Xi5TMpdVC54_Yn8Xzr1tzs,資料夾,2016-12-04(0)湖口李氏一天法會,,H90.歷年活動/2016
搬移,1lxw_wLJcj4gTVsu9yBANAxEDfD9x_cmY,資料夾,2016-04-24(0)湖口李氏一天法會,,H90.歷年活動/2016
搬移,1e2uqw3nMQDiq0ea8N-lp5hgtyzs7d63m,資料夾,2016-11-05靈隱寺文獻培訓,,H90.歷年活動/2016
搬移,1mUVHTqkEfmANi8Db2fIygXvrDNxb56Ml,資料夾,2016-12-17(6)~18(0)峨眉書院講師講員人才班,,H90.歷年活動/2016
搬移,1r-qtqCCR1lwDU0n8K6mRKYxyC-mlgRMa,檔案,2017-10-08峨眉書院師資培訓：賴經理慈悲：訓文劉經理.mp3,,H90.歷年活動/2017
搬移,1gGiSDgds1QAiLznsGDgpOzQX5Xjf9wY0,檔案,2017-11明真書院唐講師訪談.mp3,,H90.歷年活動/2017
搬移,1iX4NW-b9YWCeakqsjrt2e-ry4oagwysS,檔案,2017-09-10道義題解培訓要點：劉經理.MP3,,H90.歷年活動/2017
搬移,1wqYnYklEayzugTd0OpJt9x5UDlF10WbG,檔案,2017-10-05峨眉書院策劃會：劉經理慈悲.MP3,,H90.歷年活動/2017
搬移,1vQiBVW1fd0A-QPDJBLjPQtoEC0LIgMlE,檔案,2017-10-08峨眉書院師資培訓：前賢結語：賴經理.mp3,,H90.歷年活動/2017
搬移,1wRpxfkNEcrfxj9O71J3VVFAF1_8Opjy3,檔案,2017-10-12峨眉書院靈隱家風尋根之旅策劃會.MP3,,H90.歷年活動/2017
搬移,1EZB0NBjFwVolM_mt3aAZlU8yEXGgsEKe,檔案,2017-10-17板橋區小聯絡圈：劉經理慈悲.m4a,,H90.歷年活動/2017
搬移,1_mMAo2AME587Wzc1JyJBnu83NByojgfB,檔案,2017-09-22峨眉書院成全組會議：青年整合班程.mp3,,H90.歷年活動/2017
搬移,1CDYBUKxVLLncbYCM9iJELjRhBAvI0N2W,檔案,2017-09-08峨眉書院成全組會議：青年整合班程.mp3,,H90.歷年活動/2017
搬移,1ot0Jf2_2fYKpYMQpdvdvITA_kW0pyNW5,檔案,2017-08-25峨眉書院成全組會議：青年整合班程.mp3,,H90.歷年活動/2017
搬移,1v8mZ7Su4XUQ7PhKRUM-_XPlPfgFXOlTL,資料夾,2017-09-16靈隱寺文獻研習營,,H90.歷年活動/2017
搬移,1T0BemIiIXhm5cRTeUMNPwC_hYLbJGsmI,資料夾,2017-11-06~11靈隱寺朝聖中庸師資培訓,,H90.歷年活動/2017
搬移,1_9AYd9g6YKAT9B0s6byp69hFFRAa_aSz,資料夾,2017-08-02峨眉書院策劃會,,H90.歷年活動/2017
搬移,1To2f6-M8J6fO7P1Wsa9drDO871pQRJze,資料夾,2017-09-10峨眉書院聯絡圈,,H90.歷年活動/2017
搬移,1XFruHat-C-yo0kBdE_I3RfZUfSmnuiIV,資料夾,2017-12-03湖口李氏一天法會,,H90.歷年活動/2017
搬移,1SYTBFNUtejkpY8RzlJr-lINDheDZ--jf,資料夾,2017-11-26慈化文教親子讀經師資成長班,,H90.歷年活動/2017
搬移,1jwHm0IRUvvmOXLNfSa-roSg0-KzX_fSE,資料夾,2017-08-04峨眉書院成全組會議：青年整合班程,,H90.歷年活動/2017
搬移,13EiEy-NKkn_KS9P2VmQUF0QHCgbM3fOw,資料夾,2017-07-30湖口李氏一天複習班,,H90.歷年活動/2017
搬移,1SATK4jmgTfdRijILCjIYk1T2h4SzcGyW,資料夾,2017-05-20靈隱寺文獻研習,,H90.歷年活動/2017
搬移,1A2tMArt-nDgz1d5h_Aj0OT7zHooPJ2Ps,資料夾,2017-05-07湖口李氏一天法會,,H90.歷年活動/2017
搬移,18Yw7IuTF-OzirVycNzyVQXzJ71-E95yf,資料夾,2017-01-07(6)~08(0)峨眉書院講師講員人才班,,H90.歷年活動/2017
搬移,1qY6EmOdrdp1KylH7vw2eTWSgQv3cvd2e,資料夾,2017-01-16峨眉拜節,,H90.歷年活動/2017
搬移,1vtnktl9t8s87Qf0S9FQxqlM4ER5-UyQq,資料夾,2017-06-11發一崇德：孫寶蓮講師資料,,H90.歷年活動/2017
搬移,11GI_9DLhzzdP9_GEzsnxmBVn7dNejpnq,資料夾,2017-05-21士林孝化一天法會,,H90.歷年活動/2017
搬移,1qfNBUcM-uzrui0BjKlkwPuozSazZcClc,檔案,2018-11-14(3)2019靈隱寺春節報名系統會議.mp3,,H90.歷年活動/2018
搬移,1GxcAkWpaJ57h9M_rakT9w8yoJab_sFFK,檔案,2018-11-08靈隱寺朝聖文書檢討會.mp3,,H90.歷年活動/2018
搬移,1vbrQDEcnE7g1l4wg3vAGgC8sJ0Fvt3a0,檔案,2018-09-30板橋聖恩一天法會：前賢慈勉：李經理慈悲.m4a,,H90.歷年活動/2018
搬移,10mmvX3ccd7PxiHw4eNzY3NxRHvDG2g_K,檔案,2018-09-11板橋區小聯絡圈：曾經理慈悲.m4a,,H90.歷年活動/2018
搬移,1yUvpMRJ_qugSj1TzoRxTpdx-cQswjMQq,檔案,2018-09-05峨眉書院策劃會：吳經理慈悲.m4a,,H90.歷年活動/2018
搬移,1q5_bnhCYyrYbM0ErvXsUTsv7K2icz-b-,檔案,2018-03-27文獻小組會議.mp3,,H90.歷年活動/2018
搬移,16H7UMLUQIzucFIpQPj2aVs5nh3qgdCkt,檔案,2018-06-30峨眉書院生活營：不學禮，無以立：洪麗娟.mp3,,H90.歷年活動/2018
搬移,1okP2ncls1nv2OyAMymK07AH9WVrNGlAb,檔案,2018-07-07峨眉書院文書組：道務系統會議.mp3,,H90.歷年活動/2018
搬移,1yEYo9-VCLFK6AOsSu2XWpBzEQbQ7hpZk,檔案,2018-07-08基礎研究班師資培訓：前賢結語：宋點傳師.mp3,,H90.歷年活動/2018
搬移,1_OtqQniq20GbjwBZZglSpgaDq5aROyNc,檔案,2018-03-13文獻小組會議.mp3,,H90.歷年活動/2018
搬移,1280960XyOBvj7oxkAU6yTXTG5WxUxGWR,檔案,2018-03-11峨眉書院各組協調會議.MP3,,H90.歷年活動/2018
搬移,1Ug9AZRoWAHVO62MuSHeHlY1ChkYhFxER,檔案,2018-03-11峨眉書院信徒大會.mp3,,H90.歷年活動/2018
搬移,17t97i-R_GgyMumHjgl6EHwLGj9lPZ0E1,檔案,2018-05-13峨眉書院文書組：道務系統會議.mp3,,H90.歷年活動/2018
搬移,1ENIqB-ePfAi8nn7gsm0ojZ_3nzyReWfB,檔案,2018-06-30峨眉書院生活營：班主任慈悲：曾點傳師慈悲.MP3,,H90.歷年活動/2018
搬移,173f3Acysg6K1lCCEa1DDWw4nvv-J0b6g,檔案,2018-07-08峨眉修繕策畫會.MP3,,H90.歷年活動/2018
搬移,11OyQnQTnjmALXnBvpmxGLC18PJQKPce6,檔案,2018-08-04英語弘法研習班：人生何處去：楊振敏講師.MP3,,H90.歷年活動/2018
搬移,14g7dw1YuUUfqvcLuMD1hLC1oBkiqV8Te,檔案,2018-07-22金門基礎班暨辦事人員班文書檢討會.MP3,,H90.歷年活動/2018
搬移,18_56LDtuWLIOJm6-z2fwhO8rBg5Eks_M,檔案,2018-07-14英語弘法研習班：談三寶：董點傳師慈悲.mp3,,H90.歷年活動/2018
搬移,14WdKDqZ2WyHbtvhd3Hv8q6rcpjiRREbH,檔案,2018-07-13板橋聖恩綜合班：開課：劉經理.m4a,,H90.歷年活動/2018
搬移,1NHwuwAyqrTkpXN5I98drYFjPXjE8XdJw,檔案,2018-07-11顧鴻龍點傳師訪談.MP3,,H90.歷年活動/2018
搬移,1NB4p1J-IG64z4fjHl8iwvGNGLdfwQvNG,檔案,2018-05-02峨眉書院策劃會：曾經理慈悲.m4a,,H90.歷年活動/2018
搬移,1UlWsL2GWytp0XllD77SvU8JylGab-tIe,檔案,2018-04-25黃經理：靈隱前人行誼：崇德學院.MP3,,H90.歷年活動/2018
搬移,1Ea20SQnfGINWCr2DCv0X-vzbtc8fndE9,檔案,2018-01-03峨眉書院策劃會：前賢結語：賴經理慈悲.mp3,,H90.歷年活動/2018
搬移,1kT4uGkBrhFA-cq_gFkdBp_D_iKNCfCkX,檔案,2018-01-03峨眉書院策劃會：前賢慈勉：賴經理慈悲.mp3,,H90.歷年活動/2018
搬移,1F9ftahDnBXG1dYvZ361A_ahqbG4MqWYS,檔案,2018-03-18法會文書培訓班：前賢慈勉：曾點傳師慈悲.mp3,,H90.歷年活動/2018
搬移,1SmPxELNphgAG1fB1DKC3YfveZkUyl2aD,檔案,2018-03-18板橋劉氏讀書會：前賢慈勉：陳允睿點傳師慈悲.mp3,,H90.歷年活動/2018
搬移,1CrRBJtrzM65W33mPRxL9la4AC5atsna3,資料夾,2018-12-16靈隱寺乾坤德班,,H90.歷年活動/2018
搬移,185rsCC1oWGGbvaOIISYOIPZsyRE169V0,資料夾,2018靈隱寺第一屆第二期導覽志工培訓,,H90.歷年活動/2018
搬移,1Sdc--AXOIEQxycO0tI5GRQYtA4xoAZwl,資料夾,2018-12-15靈隱寺文獻研習營,,H90.歷年活動/2018
搬移,1-msWEelLeJA9g0veNgevenIEstA9C8Sb,資料夾,2018-12-30靈隱寺青年一天法會,,H90.歷年活動/2018
搬移,1eyZRQJvPqoyDRET_2RjQXZjXioNvRqWJ,資料夾,2018-11-04湖口智善一天法會,,H90.歷年活動/2018
搬移,17ITclAd3M1_fpOIBn9KUE8iTVNZq46Tp,資料夾,2018-11-18士林孝化一天複習班,,H90.歷年活動/2018
搬移,1Fq-9JG6UZ9dlHQxp7ykxdR3OxXsEBa1z,資料夾,2018-02-05義德兄弟道場拜年,,H90.歷年活動/2018
搬移,1gxLxvDNq_QxRHqQCRemBBtT3QwA0Dl6k,資料夾,2018-09-09峨眉書院聯絡圈,,H90.歷年活動/2018
搬移,1TQxV9qUwVTLVsHkR3_5URLAmmY7Gw8uS,資料夾,2018-08-12峨眉書院聯絡圈暨基礎研究班培訓,,H90.歷年活動/2018
搬移,1Z6eA7gSSzma5lczLDqqkgXM73UIGstOW,資料夾,2018-06-03中壢義儒一天法會,,H90.歷年活動/2018
搬移,1sD1b76DYfI8xnJpGF4AQg7F1d4IRT4TI,資料夾,2018-06-19發一崇德文書參訪,,H90.歷年活動/2018
搬移,1GRnLmBEvDrgZwR0BOlIyd5zDrgT666Vv,資料夾,2018-06-03湖口李氏一天複習班,,H90.歷年活動/2018
搬移,1OajztEuYvat7aJc7RkrGZllmkz2wQSsg,資料夾,2018-04-08峨眉書院聯絡圈暨弘道組培訓,,H90.歷年活動/2018
搬移,1UGLzTRNZPT37hbC10KPSQW64AHAEtot3,資料夾,2018-03-07峨眉書院策劃會,,H90.歷年活動/2018
搬移,1nAn1MQsXmdJzlkfU38inOryTn-k_39qV,資料夾,2018-02-03-04靈隱寺拜年,,H90.歷年活動/2018
搬移,19rpOX4PSMdgQk-P-FhQUh6pspYIYt6F6,資料夾,2018-01-21峨眉書院靈隱尋根之旅,,H90.歷年活動/2018
搬移,1eW3G17hm9EYkXoIrNMATWifd-iTo0YcC,資料夾,2018-12-09峨眉書院年終精進班：講師壇主班,,H90.歷年活動/2018
搬移,1NK88l6O-kyf_QtvHJ1BJRJBFEKm-P8_t,檔案,2019-12-15峨眉青年整合班：前賢慈勉：李永清經理.mp3,,H90.歷年活動/2019
搬移,1av-6D8mDsmfkyPC_p8YhDa7mjt70eMGt,檔案,2019-08-22靈隱文書組秘書小組會議.mp3,,H90.歷年活動/2019
搬移,1woP6fFj9WL-MESZm3VVOAUaFps9CqHC6,檔案,2019-06-16靈隱文書組秘書小組會議.mp3,,H90.歷年活動/2019
搬移,1LSzH0YJyQy4yE3xICa42knyHcjfJdtiN,檔案,2019-05-23靈隱文書組秘書小組會議.mp3,,H90.歷年活動/2019
搬移,1Wc2fk1Imc5qmcnlezWvW7TfVq_8bSDjR,檔案,2019-04-16靈隱文書組秘書小組會議.mp3,,H90.歷年活動/2019
搬移,1WRUIzX55uclPNyj5Iu31wJTzlHN0HK5H,檔案,2019-01-20峨眉青年整合班：前賢勉語：曾璽如點傳師.mp3,,H90.歷年活動/2019
搬移,1z96n1xPWZN2bb6pDCcYR0Tzxu_bIxtVb,檔案,2019-01-20法會文書培訓班：前賢勉語：曾璽如點傳師.mp3,,H90.歷年活動/2019
搬移,1NZwqHneGw9Yy6PXerXG5hh0bt7z1j67n,檔案,2019-10-20峨眉書院綜合班：打開心門：周講師.mp3,,H90.歷年活動/2019
搬移,13iAJAl439kbQx9Ah5XauR24pj8Rixjjr,資料夾,2019-11-17峨眉書院一天複習班,,H90.歷年活動/2019
搬移,1uQ6QNRvGRHRpCYle9LzujzNSqSUdEgvq,資料夾,2019-09-08峨眉書院綜合班,,H90.歷年活動/2019
搬移,1NB6W-XqfZb90z-XJlve9sUjKgQ2cOQs7,資料夾,2019-09-13-09-15靈隱寺三天法會,,H90.歷年活動/2019
搬移,1reing7L1TeySC4SlEjKkBMAFIqDGyTUg,資料夾,2019-11-09靈隱寺導覽培訓,,H90.歷年活動/2019
搬移,1Y49Mh03JMWEFElnkeLlb6poRZlpzXMlw,資料夾,2019-08-11峨眉書院綜合班,,H90.歷年活動/2019
搬移,1GpVtw7FmabaWo-XskSLCtSBtcrf5Z8gt,資料夾,2019-07-27-28伙食團成長營,,H90.歷年活動/2019
搬移,1tC0cJeIoPZFsYefuGLQfZvtGAEv5L8I1,資料夾,2019-07-13-07-15靈隱寺日本道場文書培訓,,H90.歷年活動/2019
搬移,1sULetm1e2a8t88Pqg4Ggz05HceXCO7s9,資料夾,2019-06-30靈隱道場文書團隊代表會議暨文書精進班,,H90.歷年活動/2019
搬移,1TpL9y_bJPLT0ifa52Q94cYHj_AwE3zaB,資料夾,2019-06-09峨眉書院綜合班,,H90.歷年活動/2019
搬移,18baLxJxxQ6JH4sy07KEAiZX9U1QxgO1Q,資料夾,2019-06-01-02印尼慈青幹部台灣朝聖團研習,,H90.歷年活動/2019
搬移,15xQcQe_k2qAWHM93fqK7e5Gnoo7k4ZSp,資料夾,2019-05-12峨眉書院綜合班,,H90.歷年活動/2019
搬移,1rlsMTD0DW6X6Klm51JFDSQEt83f8kXgz,資料夾,2019-05-05湖口李氏一天法會,,H90.歷年活動/2019
搬移,1AB6FWnXDU-zYkyQNsvTnV_NL3TS--30c,資料夾,2019-02-24經典師資培訓：孝經,,H90.歷年活動/2019
搬移,1140PBF3y2Xp3hwj3h1f56VXB8tFAaGYZ,資料夾,2019-04-14峨眉書院綜合班,,H90.歷年活動/2019
搬移,1ES6tYI7kipoH8iqNDsvCtuwmPDcYuKIm,資料夾,2019-03-31峨眉書院一天複習班,,H90.歷年活動/2019
搬移,1yO4zinWgfrQ-U0Jf5u2ELaAvDbhlkd6e,資料夾,2019-02-28~03-01道恩授課人員精進班,,H90.歷年活動/2019
搬移,1E6zLdrni1ogF0ezFeBcORX37VRtrBzLn,資料夾,2019-02-09靈隱寺文書研討會,,H90.歷年活動/2019
搬移,1rc24NYEpe2xOnUri27DDGsPa78UdnY0J,資料夾,2019-01-21義德兄弟道場拜年,,H90.歷年活動/2019
搬移,1kicnEwcTZ16eonSls0CVCDAqO6J-imtl,資料夾,2019-01-13峨眉書院年終精進班：清口辦事班,,H90.歷年活動/2019
搬移,1hPwyvwSNQODv-_TTvuRKnaqZMVHr9BYV,檔案,2020-05-10峨眉書院聯絡圈.mp3,,H90.歷年活動/2020
搬移,1xDjTULP-eQ7RmFEhJQV--o_9tREkLPDL,檔案,2020-03-26因應新冠狀病毒的幾點建議-楊講師／在動盪時局中的省思-正知正念正心正思-董點傳師.mp3,,H90.歷年活動/2020
搬移,1X586lePmcRbGanVyKGq5fPaUVBJcYOYt,檔案,2020-03-08峨眉書院聯絡圈.mp3,,H90.歷年活動/2020
搬移,1tP1fY89Q5pooF2v1Y4ERHxek6p2d13eP,資料夾,2020-10-10峨眉書院綜合班：渡人成全手冊,,H90.歷年活動/2020
搬移,1ToeXdPVZe-h2-deHEE0hhVvSLwiT3qqi,資料夾,2020-02-16峨眉書院策劃會,,H90.歷年活動/2020
搬移,1Ri3zcKX2_cLUt2DSMV-_8iUNf6iMzL9w,資料夾,2020-05-10峨眉書院精進班,,H90.歷年活動/2020
搬移,1MfSNe90pWaRFn1OIFRwgLI7HOF5Zry9k,資料夾,2020-08-02中壢義儒一天法會,,H90.歷年活動/2020
搬移,1wIopPNj9ssF9-IBRMelNR1hNNUi9zgO_,資料夾,2020-07-19文書學務聯合會議,,H90.歷年活動/2020
搬移,110jdJuf13tuMlsjaeIuzfjxLt2v3LPOg,資料夾,2020-01-18靈隱中心文書組年終謝恩,,H90.歷年活動/2020
搬移,16tBIDK-599eza9bTlTEj_vAaOflR0kcV,資料夾,2020-01-29峨眉書院新春團拜,,H90.歷年活動/2020
搬移,1IQBIeufPDsTpW4IkQRSo02yrG9TeGFBL,檔案,2021-10-21靈隱寺長青班會議.m4a,,H90.歷年活動/2021
搬移,1atsROlXak2GWPJLvdNvTHGLuWJgESRoM,檔案,2021-06-25釐清Workspace及網域相關事宜.mp3,,H90.歷年活動/2021
搬移,19LAVtOksLMGTiiFOUQ5kqLFJ3ssmbphK,資料夾,2021-12-05湖口李氏一天法會,,H90.歷年活動/2021
搬移,1e12SVx9khX0CXQxD5tQxk4u--Fl3ATPf,資料夾,2021靈隱寺弘德班,,H90.歷年活動/2021
搬移,13kWU7qzmbKjr01dTZNk0WEzfBGbnSwIR,資料夾,2021-07-11峨眉書院綜合精進班,,H90.歷年活動/2021
搬移,1yWIVb5HuPUKfmVE7eRuPto1coQu-TvMC,資料夾,2021-05-02湖口李氏一天法會,,H90.歷年活動/2021
搬移,17YhXJwaN3_O9fBSACXwtK88SbNyrK-d1,資料夾,2021-03-25靈隱道場駐寺經理輪值講習,,H90.歷年活動/2021
搬移,1hYTadOX6VXOnJFU6s2_KLsKSbhXxpv_g,資料夾,2021-02-20-21靈隱道場經理班,,H90.歷年活動/2021
搬移,1HADpDM98EnXYjD-qARs_pVdiryeK_wXX,資料夾,2021-04-11峨眉書院固本培德班：講師壇主班,,H90.歷年活動/2021
搬移,1aXcgluLu8O250dUI43LqQcSNr9OpddUO,資料夾,2022-04-09和宣文青組：文獻培訓,,H90.歷年活動/2022
搬移,1lN-s-sXOoRwY9DxFf3PF1eGdjkqQjrar,檔案,2023-02-03峨眉書院策劃會.m4a,,H90.歷年活動/2023
搬移,1_NCWbG2RyFP30I9omQ_uioiPmV5FG0gQ,檔案,2023-01-31靈隱寺點傳師班：恭請韓老慈悲.m4a,,H90.歷年活動/2023
搬移,1QPpOHIBgOEymMyH4feNnpoLen1e2zcz-,檔案,2023-01-30靈隱寺點傳師班：仙佛慈勉.m4a,,H90.歷年活動/2023
搬移,1d8gszitWhBcdZP7Ff7L352Lo9G5wL_sW,資料夾,2023-02-19峨眉書院講師講員精進班,,H90.歷年活動/2023
搬移,1i96_avIPZdCENZE1ubuINx6B7XOleYPe,資料夾,2024-05-05湖口李氏一天法會,,H90.歷年活動/2024
搬移,1gPXdEECUPHtHltApAChMrCtgYZ-Dc0S0,資料夾,2025-03-09峨眉書院綜合班,,H90.歷年活動/2025
搬移,13O2-JTvGFu8S8k56ouXCn-O3-KzEMJVW,資料夾,峨眉書院有聲書錄音工作檔,,H99.工作檔
